7,591240,zoe herrera,Inpec,true,true,false,true,Null,Procuraduria,true
9,642911,juanita bautista,Policia,false,true,true,false,ObservacionMinsalud,Procuraduria,true
11,954218,silvia reyes,Null,true,false,false,false,ObservacionInpec,Procuraduria,false
17,876106,robinson castro,Minsalud,true,true,false,true,ObservacionMinsalud,Procuraduria,false
24,164557,sergio castro,Armada,false,false,true,true,ObservacionArmada,Procuraduria,false
25,668720,helena delgado,Policia,true,true,true,true,ObservacionMinsalud,Procuraduria,true
27,985033,tomas gomez,Policia,true,true,true,true,ObservacionMininterior,Procuraduria,true
28,772530,urbano bustos,Inpec,false,false,true,true,ObservacionArmada,Procuraduria,false
31,529260,marta gonzalez,Armada,false,false,false,false,ObservacionArmada,Procuraduria,true
34,518145,yasmin pardo,Null,true,true,false,true,ObservacionInpec,Procuraduria,true
35,947990,carlos torres,Armada,false,true,false,false,Null,Procuraduria,true
36,555997,beronica alvarez,Inpec,true,false,true,false,ObservacionMinsalud,Procuraduria,true
38,206446,raul martinez,Armada,true,false,true,false,ObservacionMinsalud,Procuraduria,true
40,430879,elsa ramirez,Inpec,false,false,false,false,ObservacionInpec,Procuraduria,false
41,986267,nicolas bautista,Armada,false,false,true,true,ObservacionInpec,Procuraduria,false
42,356150,oscar castillo,Policia,true,true,false,false,ObservacionInpec,Procuraduria,false
44,535546,alexander alvarez,Minsalud,false,false,true,true,ObservacionArmada,Procuraduria,false
48,770311,noel castillo,Mininterior,false,false,true,false,ObservacionMininterior,Procuraduria,true
50,914054,oscar pardo,Mininterior,true,true,true,false,ObservacionInpec,Procuraduria,true
52,997042,nadia pineda,Inpec,true,false,true,true,ObservacionArmada,Procuraduria,true
56,272633,wenceslao lopez,Armada,false,false,true,true,ObservacionMinsalud,Procuraduria,false
60,665737,carmen calderon,Minsalud,false,true,false,true,ObservacionMinsalud,Procuraduria,false
66,925391,felicia salazar,Armada,false,true,false,true,ObservacionMinsalud,Procuraduria,true
73,716756,hugo lopez,Null,true,true,false,false,ObservacionArmada,Procuraduria,true
