1,637527,federico jimenez,Minsalud,false,true,true,false,ObservacionInpec,Fiscalia,true
2,912118,alex pineda,Minsalud,false,true,false,true,Null,Fiscalia,false
4,771660,nicolas rivera,Null,true,true,false,true,ObservacionInpec,Fiscalia,false
8,963403,patricia martinez,Null,false,false,false,true,ObservacionInpec,Fiscalia,false
10,434203,guillermo mora,Inpec,false,false,true,false,ObservacionMinsalud,Fiscalia,true
16,782901,felipe rodrigo,Minsalud,true,true,true,false,Null,Fiscalia,false
19,956010,yolanda gonzalez,Mininterior,true,true,true,false,ObservacionMinsalud,Fiscalia,false
26,416921,juan flores,Minsalud,false,false,false,false,ObservacionMinsalud,Fiscalia,false
43,736759,dolores rodriguez,Policia,true,true,true,false,ObservacionInpec,Fiscalia,true
45,109218,esteban montoya,Null,true,false,true,false,ObservacionInpec,Fiscalia,false
55,949214,miriam cruz,Minsalud,true,true,false,false,ObservacionArmada,Fiscalia,false
58,269069,walter cabrera,Minsalud,false,true,true,false,ObservacionArmada,Fiscalia,false
59,218358,barbara roa,Armada,false,true,false,true,Null,Fiscalia,false
70,973383,daniel jimenez,Mininterior,false,false,false,false,ObservacionInpec,Fiscalia,false
72,626547,violeta ramirez,Inpec,false,true,true,false,ObservacionMinsalud,Fiscalia,false
84,229796,gonzalo reyes,Inpec,true,true,false,false,ObservacionInpec,Fiscalia,true
91,137839,elsa flores,Inpec,true,true,false,true,ObservacionMininterior,Fiscalia,true
99,936307,hugo mora,Mininterior,true,false,true,false,ObservacionMininterior,Fiscalia,true
104,172195,alfonso marin,Minsalud,true,true,false,false,ObservacionInpec,Fiscalia,false
105,479574,vicente david,Minsalud,false,true,true,true,ObservacionArmada,Fiscalia,true
106,417539,isabela pico,Minsalud,true,false,false,false,ObservacionMininterior,Fiscalia,true
107,510539,ursula delgado,Minsalud,false,true,false,false,ObservacionMininterior,Fiscalia,false
111,391501,bianca quiroz,Minsalud,true,false,false,false,Null,Fiscalia,true
114,845876,carmen sierra,Null,true,false,true,true,Null,Fiscalia,false
117,727062,felipe david,Policia,false,true,false,true,ObservacionMinsalud,Fiscalia,false
129,953482,oscar torres,Inpec,true,false,true,true,ObservacionMinsalud,Fiscalia,true
133,801243,natividad guzman,Mininterior,true,true,false,false,ObservacionMininterior,Fiscalia,false
134,671804,vicente reyes,Minsalud,true,true,false,true,Null,Fiscalia,false
136,201388,karen alvarado,Minsalud,false,true,false,true,ObservacionArmada,Fiscalia,false
146,262728,daniel gonzalez,Armada,true,true,false,false,ObservacionMininterior,Fiscalia,true
150,733360,ricardo sierra,Policia,true,false,true,false,ObservacionInpec,Fiscalia,true
152,661316,zacarias gil,Policia,true,false,false,false,ObservacionArmada,Fiscalia,false
153,708072,zulema valverde,Armada,false,false,false,true,ObservacionMinsalud,Fiscalia,false
161,510321,alex castillo,Armada,true,true,false,false,ObservacionInpec,Fiscalia,true
164,128022,sergio valverde,Minsalud,true,true,false,false,Null,Fiscalia,true
165,531527,wilfredo sanchez,Mininterior,false,true,true,false,ObservacionInpec,Fiscalia,false
170,407028,samuel sanchez,Policia,true,true,false,true,ObservacionInpec,Fiscalia,true
172,680775,david castro,Minsalud,false,true,true,false,ObservacionMinsalud,Fiscalia,false
173,314134,mario cameron,Armada,true,false,false,false,ObservacionArmada,Fiscalia,true
176,655456,elias barrios,Policia,true,true,true,true,ObservacionMininterior,Fiscalia,false
183,291359,vicente castillo,Null,true,false,true,true,Null,Fiscalia,false
185,136154,veronica fuentes,Null,true,false,false,true,ObservacionMininterior,Fiscalia,false
188,634299,sonia ramirez,Armada,false,true,false,false,ObservacionArmada,Fiscalia,false
189,384748,fernando bautista,Null,true,true,false,true,ObservacionInpec,Fiscalia,true
196,827486,miriam garcia,Minsalud,false,false,false,true,ObservacionInpec,Fiscalia,true
201,950701,david silva,Policia,false,false,true,true,ObservacionMininterior,Fiscalia,false
202,104116,manuel marin,Policia,false,true,true,false,ObservacionMinsalud,Fiscalia,false
203,316145,eliza mora,Minsalud,false,false,false,true,ObservacionMinsalud,Fiscalia,true
216,514252,ana cifuentes,Null,true,false,false,false,ObservacionArmada,Fiscalia,true
218,695994,claudia pico,Minsalud,false,false,true,false,ObservacionInpec,Fiscalia,false
219,463759,eugenia garcia,Armada,false,false,false,false,ObservacionArmada,Fiscalia,true
220,551914,yolanda rojas,Null,true,true,false,true,Null,Fiscalia,false
225,347344,olga delgado,Null,true,true,true,false,ObservacionInpec,Fiscalia,true
226,160322,kevin hidalgo,Policia,false,true,false,true,ObservacionMinsalud,Fiscalia,false
230,282458,noel garcia,Mininterior,false,false,false,false,ObservacionMinsalud,Fiscalia,true
231,285742,ursula carrillo,Policia,true,false,true,true,Null,Fiscalia,true
233,841229,rami rodriguez,Armada,true,true,true,false,ObservacionMininterior,Fiscalia,false
234,685000,sergio franco,Minsalud,false,false,true,true,ObservacionMinsalud,Fiscalia,false
235,610287,nicolas romero,Null,true,false,true,true,ObservacionMinsalud,Fiscalia,true
239,619975,susana vega,Policia,false,true,true,false,Null,Fiscalia,true
243,926967,josue pino,Minsalud,true,false,true,true,ObservacionInpec,Fiscalia,false
249,854580,gerardo martinez,Policia,true,false,false,true,Null,Fiscalia,false
259,193579,isabela gonzalez,Mininterior,true,false,false,false,ObservacionMinsalud,Fiscalia,false
274,383226,oscar marin,Mininterior,false,true,true,false,ObservacionMinsalud,Fiscalia,false
278,491588,sonia morales,Mininterior,true,true,false,true,Null,Fiscalia,true
280,158141,barbara ramirez,Null,false,false,false,false,ObservacionMinsalud,Fiscalia,false
287,638945,eugenia reyes,Mininterior,false,true,true,true,ObservacionMininterior,Fiscalia,false
291,303544,eugenia murillo,Armada,false,true,true,true,ObservacionArmada,Fiscalia,false
294,840426,pedro carrillo,Inpec,true,false,true,false,ObservacionMinsalud,Fiscalia,false
296,235732,dolores garcia,Minsalud,false,true,false,false,ObservacionInpec,Fiscalia,false
310,683660,yolanda soto,Inpec,false,true,true,false,ObservacionMinsalud,Fiscalia,false
316,429864,zulema murillo,Inpec,false,false,true,true,ObservacionArmada,Fiscalia,true
329,170683,hector diaz,Mininterior,true,false,true,true,ObservacionInpec,Fiscalia,false
330,588956,kira vasquez,Mininterior,true,true,false,true,ObservacionMininterior,Fiscalia,false
334,475422,carmen quintero,Inpec,true,false,true,false,ObservacionArmada,Fiscalia,true
342,855795,graciela lira,Null,false,true,true,true,ObservacionMininterior,Fiscalia,false
344,976375,zulema leon,Mininterior,false,false,true,false,ObservacionMininterior,Fiscalia,false
350,252202,jorge rodrigo,Policia,false,false,false,false,ObservacionMininterior,Fiscalia,true
355,138165,sergio carrillo,Mininterior,true,true,true,false,ObservacionMinsalud,Fiscalia,true
362,695708,ivana pino,Armada,false,false,false,false,ObservacionMininterior,Fiscalia,true
366,854771,olivia rodriguez,Armada,true,false,true,false,ObservacionInpec,Fiscalia,true
372,495603,alfonso calderon,Minsalud,true,true,false,true,Null,Fiscalia,false
373,709968,federico vega,Mininterior,true,false,true,true,ObservacionInpec,Fiscalia,false
376,660893,felipe murillo,Null,false,false,true,true,ObservacionMinsalud,Fiscalia,true
383,231954,ursula rodrigo,Mininterior,false,true,true,true,ObservacionMininterior,Fiscalia,true
388,920903,oscar ferrari,Minsalud,true,true,true,true,ObservacionArmada,Fiscalia,false
391,968532,miriam lopez,Inpec,false,false,true,false,ObservacionMinsalud,Fiscalia,true
394,634941,fabio fuentes,Policia,false,true,true,false,Null,Fiscalia,false
395,701500,pablo torres,Null,false,false,false,true,Null,Fiscalia,false
397,455416,veronica diaz,Minsalud,false,true,true,true,ObservacionArmada,Fiscalia,true
402,837929,yolanda soto,Policia,false,false,false,true,Null,Fiscalia,false
404,570740,tatiana salas,Minsalud,true,false,true,false,ObservacionMininterior,Fiscalia,false
415,378169,luis soto,Inpec,false,true,false,false,ObservacionInpec,Fiscalia,true
417,834374,gloria delgado,Minsalud,false,true,false,true,ObservacionInpec,Fiscalia,true
419,307450,alexander salas,Minsalud,true,true,false,false,ObservacionInpec,Fiscalia,false
421,662914,samuel gonzalez,Minsalud,true,false,true,true,ObservacionArmada,Fiscalia,false
429,796900,xavier ramirez,Inpec,true,false,true,true,ObservacionArmada,Fiscalia,true
435,150673,hugo cruz,Inpec,false,true,false,false,ObservacionMininterior,Fiscalia,true
436,439283,daniela castillo,Inpec,true,true,true,true,ObservacionMininterior,Fiscalia,true
446,691334,eugenia caro,Armada,false,true,true,false,ObservacionArmada,Fiscalia,true
452,793925,helena garcia,Minsalud,false,false,false,false,ObservacionMinsalud,Fiscalia,true
461,142750,veronica alvarez,Policia,true,false,true,true,ObservacionInpec,Fiscalia,true
463,822835,pablo serna,Policia,false,true,true,true,ObservacionMininterior,Fiscalia,true
474,441800,federico hidalgo,Mininterior,false,false,true,true,ObservacionArmada,Fiscalia,true
482,640269,hugo henao,Minsalud,true,true,true,false,ObservacionArmada,Fiscalia,true
485,236543,cristobal hidalgo,Armada,false,false,true,false,ObservacionInpec,Fiscalia,true
486,689849,oscar leon,Null,false,true,true,true,Null,Fiscalia,true
487,503657,felipe gonzalez,Minsalud,true,false,false,true,ObservacionMininterior,Fiscalia,false
489,482583,ximena vega,Mininterior,false,true,false,true,ObservacionInpec,Fiscalia,true
496,279668,marta alvarez,Policia,false,false,false,true,ObservacionMinsalud,Fiscalia,true
